,text,labels
194,"Mets great Lenny Dykstra held a press conference Friday morning on the Upper East Side of Manhattan to claim that he was kidnapped by an Uber driver on the night he was arrested in Linden, New Jersey. The World Series champion will be seeking damages against Uber in a civil suit and claimed that the driver he allegedly threatened to kill has been charged with false imprisonment in New Jersey, Dykstra and his lawyers announced Friday. Dykstra was arrested on May 23 at the Linden Police headquarters around 3:30 a.m. after the driver he was riding with drove into the attached garage and began blaring its horn, the Linden Police Department stated in an arrest report. The driver told police that after he refused to change Dykstras drop-off location the player known as Nails put a weapon to his head and threatened to kill him. A weapon was never found, police said. Dykstra said Friday that it was the Uber driver that went crazy when he made the destination change. After driver Brian Lutty refused to change the ride he allegedly locked his doors so Dykstra could not exit the vehicle, according to Dykstras account in a criminal complaint. After Lutty locked the doors, Dykstra attempted to call police, which prompted Lutty to drive the car erratically at a very high rate of speed running lights, according to the complain. The three-time Major League Baseball all star known for his gritty style of play was scared for his life, he claimed. A Linden police spokesman did not immediately respond to a message from Patch. Dykstras charges of making of terroristic threats and various drug offenses have not been dropped. When Dykstra was arrested police found him in possession of cocaine, MDMA and marijuana. Lawyers representing Dykstra railed against Uber on Friday and claimed they would be seeking damages against the company in a civil lawsuit. Attorneys Matthew J. Blit and Michael G. Brucki said that Ubers lackadaisical requirements for drivers threatens passengers safety. If it could happen to Lenny, it can happen to you, Blit said Friday. The lawyers denied that Dyktra was in possession of a weapon on May 23 and said it was Dykstra, not the Uber driver, that called police during the ride. The attorneys did not answer reporters when asked him Dykstra had verbally threatened the driver during the ride. An Uber spokeswoman said that both Dykstra and Lutty will be unable to access the Uber app during the police investigation. Whats been detailed has no place on our app and were reviewing the matter, an Uber spokeswoman said in a statement. Photo by Brendan Krisel/Patch",0
195,"Evergreen Park, IL -- A trial date has been set for a convicted sex offender accused of breaking the law by attending a parish carnival in 2015. Donald Leib, 45, of 10320 S. Albany Ave., Chicago, was a was charged with violating his sex offender registration by being in a school zone. He is classified as a sex predator on the Illinois Sex Offender Registry, which forbids sex offenders from being within 500 feet of children in a school zone. Parents alerted Evergreen Park police when they spotted Leib attending the Queen of Martyrs parish carnival in September 2015. A trial date has been set for Sept. 27, Ald. Matt OShea (19th) said in email to residents. The trial will start around 9:30 a.m. in room 110 at the Fifth Municipal District Courthouse, 10220 S. 76th Ave., Bridgeview. My staff attended todays status hearing in the case of Donald Leib, a registered sex offender and sexual predator who was arrested last year for attending a local school carnival …, OShea said. I intend to go and would invite any concerned residents to join me. We need to make sure all parties involved know how seriously our community takes these matters. According to state records, Leib is listed as a sexual predator with past convictions for child abduction/luring, and indecent solicitation of a child in 2008. Leib was 37 and his victim was 12 at the time of the offense. If convicted, he faces up to three years in prison and ten additional years on the Illinois Sex Offender Registry. Photo: Donald Leib in 2014. | Illinois Sex Offender Registry",0
196,"Two Lothian brothers, 14 and 12, kidnapped an 8-year-old girl and her 9-year-old brother from a playground at knife point, led them to a barn, tied them up, threatened to burn them and then fled the scene, according to the Anne Arundel County Police Department. The kids were taken Sunday from Boones Mobile Park when the brothers wielded a knife, police said. The boys carried and forced the kids into a nearby barn, where the girls hands and feet were tied up with rope, police said. The suspects were threatening to burn the victims and were waiving a knife at both of them, police said. SEE ALSO: The brothers fled the barn, police said, when they learned that people were looking for the kids. An adult and neighborhood kids eventually found them in the barn and undid the ropes. The brothers were identified and arrested on a number of charges including kidnapping, arson and reckless endangerment. They were placed in a juvenile detention facility. A 911 caller in the 5600 block of Southern Maryland Blvd. in Lothian initially called in a controlled substance violation called back and said he had two children with him who had been kidnapped by teenagers.",1
197,"An Austell teen has been arrested in connection with a June home invasion in Villa Rica during which a child was shot in the leg. Villa Rica Police said on Facebook that Jahaun Lenard Anderson, 18, of Austell is the second suspect arrested for the June 26 armed robbery at a home in the Ashbury subdivision. Malik Allende, 22, of Temple was arrested on July 2. Anderson was arrested Thursday, Sept. 3, and charged with armed robbery, five counts of aggaravated assault, aggravated battery, four counts of kidnapping and burglary. Allende was charged with armed robbery, aggravated assault, aggravated battery and burglary. We are very proud of the work these detectives have put into this case. The case remains open and the detectives are still working to identify any others who may have been involved, Capt. Keith Shaddox said in a statement.",1
198,"Sheriffs investigators on Monday circulated a surveillance image of a man described as a person of interest in the attempted kidnapping of two young girls from a home near Gardena two days before Thanksgiving. About 7 p.m. Nov. 24, the suspect entered a home in the 15100 block of Cranbrook Avenue in the El Camino Village neighborhood and carried off the two girls, ages 3 and 7, according to detectives at the South Los Angeles area sheriffs station. He tried to put the girls into a dark SUV, but the 7-year-old got away and the suspect then set the younger child on the ground. Both girls ran screaming back into the home. The suspect was last seen by the children next to the SUV in front of their residence, said sheriffs Deputy Juanita Navarro-Suarez. Surveillance video obtained by detectives shows a black man who was in the area at the time of the attempted abductions. He has a similar description and was wearing similar clothing to that of the suspect, described as approximately 30 years old, 6 feet tall, weighing approximately 200 pounds, Navarro-Suarez said. He wore dark blue pants, a gray hooded sweatshirt and white hat. The individual pictured is only considered a person of interest. Anyone with information that could help investigators identify the man in the surveillance image was urged to call sheriffs Detective Mark Yzabal at (323) 820-6700 or Crime Stoppers at (800) 222-TIPS. All tips may be provided anonymously. --City News Service, photo courtesy of the LASD",1
199,"A 53-year-old Arlington man has been charged with strangling his girlfriend during a domestic dispute. Between 8 and 9:15 p.m. Sunday, William Kennedy and his girlfriend were arguing over Kennedys son, police spokesman Dustin Sternbeck said. The two were at Kennedys apartment on the 2300 block of South 24th Road when the argument escalated into a physical altercation, Sternbeck said. During the fight, Kennedy choked the woman and wouldnt let her leave the apartment, according to police. He also allegedly prevented her from calling 911. Police eventually were called and the woman was taken to a nearby hospital where she was treated for non-life threatening injuries and released. Preventing someone from leaving is the same as holding them against their will, which police consider abduction, Sternbeck said. Kennedy was charged with malicious wounding, strangulation, abduction and preventing 911 from being called, according to the Arlington County Police Department. He is being held without bond.",0
200,"- The man who killed the manager of a Trader Joes in Silverlake, and held a store full of terrified customers and employees hostage, was named Sunday by Los Angeles police as Gene Evin Atkins, 28. Family members had told reporters the identity of the man Saturday, but most news agencies waited to confirm it with police. Officer Drake Madison of the LAPDs Media Relations Section released it Sunday. Atkins remained hospitalized Sunday, under guard, and no court appearance has been scheduled. Atkins was booked on a murder charge and was being held in lieu of $2 million bail, LAPD spokesman Officer Drake Madison said. I dont yet know what other charges he will face, Madison said. Melyda Corado, 27, manager of the Silverlake Trader Joes, was identified as by her brother as the woman who was killed. The brother, Albert Corado, first Tweeted during the incident that his sister worked at the Trader Joes and that the family could not contact her. But he later mourned her death online. Im sad to say she didnt make it, he said. My baby sister. My world. The violent episode may have started Friday, when his cousin spotted Atkins sleeping with a gun under his pillow at his grandmothers house, on 32nd Street near Long Beach Avenue, the cousin told City News Service. After shooting his grandmother and his girlfriend at about 1:30 Saturday afternoon, Atkins forced his wounded girlfriend into his grandsmothers car and sped across the Midcity of Los Angeles. Police used a LoJack system and traced the vehicle to the Hollywood area and gave chase, leading to Silver Lake, where the suspect crashed the Toyota into a power pole at 3:30 p.m. in front of the Trader Joes supermarket in the 2700 block of Hyperion Avenue. Atkins emerged with a handgun, shooting at police at least twice, witnesses said. Inside the store, Corado was hit by gunfire, but it was not immediately clear whether the suspect shot the woman, or if she was killed in the crossfire. Los Angeles police Chief Michel Moore said the circumstances of the womans death were still unclear. It was not immediately known where the woman was when she was shot. Employees and customers inside scrambled for cover, they said later. Some were seen escaping through a window toward the rear of the business and crawling down a ladder to safety. Police were seen carrying several children away from the building. Moore later said about 40 people were believed to be in the store when the suspect entered. A short time later, a woman was seen being dragged away from the stores entryway and then being treated by paramedics. Paramedics tried to revive the woman, now identified as Corado, but she was pronounced dead. The suspects girlfriend was taken to a hospital in fair condition. Fire officials described her as a 20-year-old woman. Police amassed outside the store, and at 5:30 p.m., at least three people who appeared to be customers came out of the store with their hands in the air -- apparently hostages who were released or shoppers who had managed to elude the gunman. As the standoff unfolded, the LAPD went on a citywide tactical alert, keeping all available officers on duty beyond their shifts to ensure enough personnel were available to respond to the barricade situation. The suspect ultimately surrendered at 6:30 p.m., walking out of the store with a group of hostages. He held his hands in the air and quickly dropped to his knees as SWAT officers surrounded him and took him into custody. The man was treated for a gunshot injury to his left arm. Margaret Stewart of the Los Angeles Fire Department said paramedics treated 10 people at the scene of the Trader Joes, including the suspect, his girlfriend and the woman who died. A 12-year-old boy, a 41-year-old woman, a 70- year-old woman and an 81-year-old woman were all hospitalized with minor injuries and listed in fair condition, she said. Three other people were evaluated, but declined to be taken to hospitals. After it ended, LAPD Chief Michael Moore said the destructive and tragic consequences one person can inflict are at the forefront of our minds tonight, as is the valor and dedication of our men and women who strived to protect so many innocent people, Moore said. Our thoughts, prayers and hearts are with all affected by this senseless incident. Los Angeles Mayor Eric Garcetti added his condolences as well. Our hearts break for the victim killed at the #SilverLake #TraderJoes and their loved ones, Garcetti posted on Twitter. Officials with Trader Joes issued a statement late Saturday praising police and vowing to help its employees heal. Our hearts are broken over what happened today, the statement said. This has been an incredible trauma, and our thoughts are with our Crew Members and customers. Our focus is on doing whatever we can to support them at this time. We appreciate everything Los Angeles law enforcement did to ensure an end to this ordeal. Officers said they are still processing the scene Sunday and that Hyperion Avenue between Griffith Park Boulevard and Ettrick Street would remain closed until at least noon. The grandmother was not publicly named. She was initially taken to a hospital in grave condition, and after surgery was upgraded to critical condition, the police chief said. In the predawn hours Sunday, the grandmothers car -- a 2015 four-door Toyota Camry sedan -- was towed away for evidence. Hyperion Avenue remained closed. --City News Service/Photo via Shutterstock",1
201,"Two women have been indicted in Cuyahoga County Court of Common Pleas after the fatal shooting at a Cleveland Heights IHOP on March 30. Sharon Moore, 24, and Rachella Womack, 20, both of Cleveland, were charged in an 8-count indictment including two counts of disorderly conduct and one count each of involuntary manslaughter, assault, aggravated trespassing, inciting violence, inducing panic and abduction. Womack is scheduled to be arraigned Tueday; Moore, on May 3. According to prosecutors, Moore, Womack and the victim, 25-year-old Nadia Williams, created a disturbance inside of the International House of Pancakes located at 3452 Mayfield Road in Cleveland Heights. The suspects were asked to leave the restaurant by a security officer for their disorderly conduct. Upon reaching the inner double doors of the restaurant, a scuffle ensued between the suspects and the officer, which continued once they were outside. The suspects assaulted the security officer and refused to leave the premises, prosecutors said. The officer had drawn his weapon however the suspects continued to assault him. The officer was then pulled backward, due to the victim being on his back, and another pushing him from the front. While falling to the ground the officers gun discharged striking Williams -- who had fallen off his back -- once in the head resulting in her death, prosecutors said. The security officer -- Gary Williams, 41, of Mayfield Heights, who is unrelated to Nadia -- has not been charged. A third woman, Natosha Williams -- Nadias sister -- was initially charged along with Moore and Womack. However, her charges have since been dropped, according to the online court docket.",0
202,"A Cumberland County School teacher has been returned to jail after a second victim comes forward with claims that he was sexually abused. Bradley Norman Dent, 46, of 7006 Lamure Drive, was taken into custody on Friday. The 17-year old male victim told investigators that Dent forced him to have sexual contact. Dent is facing charges of second degree forcible sex offense and first degree kidnapping according to Debbie Tanna, Cumberland County Public Information Officer. Dent is being processed into the Cumberland County Detention Center and is expected to make a first appearance on these latest charges on Monday, September 24, 2012 at 2:30 p.m. in the Detention Center courtroom. Earlier this week, Dent was charged by Fayetteville Police Officers with similar charges involving a 15-year old victim. He posted bail and was later released from jail. Dent is a 4th grade teacher at Long Hill Elementary school.  On Monday, he was placed on suspension from his job with pay. Detectives are asking anyone who may have had inappropriate contact with Dent to call the Cumberland County Sheriffs Office at (910) 323-1500, or the Fayetteville Police Department at (910) 433-1856.",0
203,"SAN FRANCISCO, CA- A man who allegedly broke into at least two Nob Hill homes and led San Francisco police on a rooftop chase Saturday before falling several stories has been released from a hospital and was booked into jail on suspicion of multiple felony offenses, police said today. Police said Alexander Kolesnikov, 34, of Vacaville, was arrested on suspicion of multiple counts of burglary, possession of stolen property, kidnapping, assault with a deadly weapon on a police officer, resisting or delaying a peace officer, brandishing a firearm at a police officer, vandalism and possession of a BB gun. He also had a warrant for his arrest on previous charges, including possession of drugs and stolen property. Jail records indicate Kolesnikov was booked Monday and bail is set at $1.276 million. The investigation that led to Kolesnikovs arrest began around 8:45 a.m. Saturday, when police received a report of a burglary in the 1300 block of Pacific Street. Officers found a piece of luggage from the burglarized apartment on the buildings roof. A short time later, a second burglary was reported in the 1500 block of Leavenworth Street. The suspect in that incident broke in and held the victim at gunpoint before fleeing, police said. Officers responding to the scene encountered a suspect, later identified as Kolesnikov, who allegedly pointed a handgun at them. When the officers ordered him to drop the gun, he fled on foot to the 1300 block of Pacific Street, where he allegedly broke into another building. Officers pursued him on to the roof, where he fled across multiple rooftops. At Pacific and Hyde streets, he dropped the gun and then jumped, falling three to four stories before landing on a parked Audi and then onto the sidewalk, police said. He was taken to the hospital for treatment of his injuries. By Bay City News, Image via Shutterstock",1
204,"Waukee police have released additional details on the this morning. On Thursday morning at about 9:08 a.m., according to a news release,  received a report from a fifth-grade girl that she was waiting for her bus in the 3300 block of Ashworth Road when a van pulled up next to her at the stop. The driver reportedly got out of a deep purple-colored van with three black stripes on the side and tinted windows and told the girl to get into the vehicle. The victim ran toward her home and the van left in an unknown direction. The driver was described as a black man, about 30 years old wearing black shoes, a long gold trench coat, a black hat and black sunglasses with red rims. Parents of students near where the attempted abduction occurred were notified of the incident via e-mail late this morning. The e-mail noted the incident occurred around 8:25 a.m. The schools address is 1455 98th St. in the city of West Des Moines. Anyone with information about the vehicle or the driver are asked to contact the Waukee Police Department at (515) 987-1073. Strangers Tried to Lure Kids in May In May, both . On May 15 the received a call about a suspicious gray minivan in the area of the 400 block of Gray Avenue which followed two fourth-grade girls. The girls gave a description of a balding older man with white hair wearing a blue polo-type shirt and driving a silver four-door SUV, cross-over type. The driver did not slow down, stop or say anything to the girls. Later that same day in Adel, police were called on a report of a child who was approached at the corner of North 14th Street and Grove Street. A man and a woman in a gray minivan stopped asked an 11-year-old boy if he wanted a ride and if he wanted candy. The boy told the two individuals No and walked home. The minivan drove away and the youth told his mother of the incident; she called police.",0
205,"Lilburn Police have released a sketch of a suspect wanted in connection to an attempted abduction earlier this month. According to a news release from city spokeswoman Nikki Perry, police are looking for a light-skinned black male with freckles and a medium build. His car is a newer model black or gray Dodge Charge with shiny rims. The accused man attempted to coax a 10-year-old girl into his car around 7:30 p.m. June 1 at the Lilburn First Baptist Church at 285 Main St. Read the full story on Lilburn Patch. ----- See also: Dont miss any Lilburn news. Subscribe to Lilburn-Mountain Parks free newsletter, like us on Facebook and follow us on Twitter.",1
206,"A South Austin man was sentenced to 30 years in prison Thursday after pleading guilty in connection to a 2015 killing in Dove Springs, U.S. Department of Justice officials said. Richard Ortega, 22, a member of the Dove Springs Ganstas (also known as DSG), Ortega in January pleaded guilty to one count of kidnapping in aid of racketeering, another count of conspiracy to commit kidnapping in aid of racketeering and a third for possession, use or carrying of a firearm in relation to a crime of violence resulting in murder. The case is connected to the death of Darian Longoria, 16, whose body was found along Onion Creek in January 2016. Today is one more step on the long road to justice for Darian Longoria, U.S. Attorney John F. Bash said in a prepared statement. My office is committed to achieving the Attorney Generals goal of stamping out gang violence. In pleading guilty, Ortega effectively admitted to membership in a criminal enterprise that engaged in acts of violence, including murder, attempted murder, robbery and narcotics distribution primarily in and around Austin, Bash said. Additionally, Ortega admitted he and others kidnapped Longoria on or about December 7, 2015, in furtherance of their criminal enterprise, law enforcement officials said. Longoria was shot and killed during the kidnapping. To date, eight people have pleaded guilty to federal charges in connection with the investigation into the criminal enterprise, with Ortega being the seventh defendant in this case to be sentenced, officials said. Other sentences handed down include: In addition to the prison terms, U.S. District Judge Sam Sparks ordered that Ortega and Arroyo pay, jointly and severally, $10,551.73 restitution to the Estate of Darian Longoria for funeral expenses, according to the press advisory. Brian Aguayo, who pleaded guilty last November to one count of kidnapping in aid of racketeering and one count of conspiracy to commit kidnapping in aid of racketeering, remains in federal custody awaiting sentencing. Aguayo, who is set for sentencing on June 22, faces up to life in federal prison. The tragic murder of 16-year-old Darian Longoria illustrates the horrific impact gang violence and drug trafficking have on our families and communities, said FBI Special Agent in Charge Christopher Combs. Today, the leader of this violent criminal enterprise responsible for this act faced the consequences of his actions. The FBI, through the Violent Gang Safe Streets Task Force initiative, which includes our federal, state, and local law enforcement partners, are committed to fighting for justice for all victims of gang and drug violence. The FBI Safe Streets Task Force and the Austin Police Department investigated this case. Assistant United States Attorneys Matt Harding and Dan Guess are prosecuting this case on behalf of the Government. The FBI Safe Streets Task Force comprises investigators from the Austin Police Department, Texas Department of Public Safety and Immigration and Customs Enforcement - Enforcement and Removal Operations (ICE ERO). >>> Image via Shutterstock",0
207,"A man involved in a lengthy standoff with Mentor Police earlier this year pleaded guilty to obstructing official business Monday in Mentor Municipal Court. As part of his plea, 54-year-old Ronald Ewanek also agreed to forfeit all of his guns and their ammunition. Mentor Police came to Ewaneks house on Eastmoor Lane in September after Ewanek used a Feg 7.62 assault rifle to shoot at a groundhog, Lake County Assistant Prosecutor Paul Kaplan said. Though other people were allowed to leave the house, Ewanek refused to come outside and talk to police -- even after the departments hostage negotiators came to the scene. For several hours, Ewanek refused to take phone calls or negotiate via the loud speaker, police said. After more than four hours of waiting and several tries to talk to Ewanek failed, the SWAT team used gas to flush Ewanek from the house, police said. Ewanek pleaded guilty to one county of obstructing official business in Lake County Common Pleas Judge Vincent Culottas courtroom Monday. He also faced charges of inducing panic, unlawful possession of a dangerous ordnance, use of a weapon while intoxicated and discharging a firearm in the city. However, they were dismissed Monday. Ewanek is scheduled to be sentenced Jan. 7. He faces up to one year in prison. However, the prosecutor and his defense attorney, Paul Hentemann, intend to jointly recommend that he be released on probation. Ewanek has been staying in Lake County Jail since his arrest in September. Hentemann asked Culotta that Ewaneks bond be decreased so he could spend the holidays with his family and receive medical treatment. Culotta decreased Ewaneks bond from $170,000 to $10,000 with certain caveats. First, Ewanek will be on house arrest if he posts his bond. He must also stay away from alcohol, drugs and any firearms. He will also be outfitted with a portable device that tests his breath-alcohol level periodically. As part of his plea, Ewanek forfeitted the following weapons that were taken from his home after his arrest: the Feg assault rifle, Feg 9-millimeter handgun, Ruger .22 long rifle, Ruger Mini-14 semiautomatic rifle and Foremost 3-06 rifle, as well as his ammunition, including a 100-round drum magazine for the assault rifle.",0
208,"Monday, Aug. 11 At 7:21 a.m., a Spring Court Extension resident reported that all four of her cars tires were flattened overnight. It was the second time it happened in a week. At 8:52 a.m.,a Lowell Street resident reported that a black Trek mountain bike was stolen from a shed. The bike is valued at $400.  Tuesday, Aug. 12 At 9:25 a.m., police arrested Joseph M. Deluca, 20, 12 Munroe Ave., Woburn, and charged him on a warrant for distributing a Class D drug, a drug violation near a school/park, possessing a Class D drug to distribute and conspiracy to violate drug law. At 10:44 a.m., a person reported a scam phone call. He said a scammer called him and said he kidnapped his brother and asked him to transfer money to his account to assure his brothers safety and release. He called his brother and found he was OK. This is part of ongoing scam that is being done throughout the country.",0
209,"A 21-year-old woman suffered minor injuries Monday after she was forcibly abducted in Stamford, according to police. The woman was found in a home in Bridgeports North End about an hour after the abduction, suffering from a minor stab wound, reports the Stamford Advocate. Details of the incident were not immediately available, but police said it stemmed from a domestic case and officers were actively searching for the suspect in Bridgeport Monday afternoon. Click here to read the full story on the Stamford Advocate website.",1
210,"ALBANY, CA- An attempted kidnapping took place Saturday night in Albany, police said Sunday. Officers responded at about 11:10 p.m. to reports that a teenage girl was nearly kidnapped near the intersection of Sonoma Avenue and Neilson Street, according to police. A man attempted to physically force the girl into a parked truck as she walked by, police said. The youth physically resisted and the suspect left the area in the truck with another person, according to police. Neighbors called police after hearing the noise from the struggle, police said. The suspect is being described as a Hispanic man about 40 to 45 years old with a medium build, according to police. He is about 5 feet 8 inches tall with short dark hair and short stubble on his face, police said. The suspects vehicle is a well-maintained white pickup truck with some items in the bed, according to police. Officers are interviewing witnesses and working to identify the suspect and vehicle, police said. Anyone with information about the incident is being asked to call Albany police at (510) 525-7300. By Bay City News Photo via Shutterstock",0
211,"A man a judge referred to as a cold and calculating criminal predator was sentenced to 28 years in prison for the 2012 rape of an 18-year-old employee of a tanning salon in Niles. Firas Ayoubi, 32, of Chicago received the sentence from Judge Jeffrey Warnick on Wednesday after previously being found guilty to several violent crimes associated with the attack at Palm Beach Tan on Touhy Avenue, the Niles Herald-Spectator reports. Ayoubi never admitted to the crime, but was found guilty to charges related to prosecutors allegations that he targeted the victim, who was alone at the salon at the time. They said he walked in wearing a ski mask and gloves, dragged the young woman to a back room and sexually assaulted her. The attack ended when a man entered the salon and chased Ayoubi away as he fled the area in a vehicle. Ayoubi was already a sexual predator at the time of the crime for a conviction related to indecent solicitation of a child in 2007. In the 2012 rape, he was charged with aggravated criminal sexual assault, kidnapping, unlawful restraint and attempted aggravated robbery. The victim provided an impact statement that was read by a prosecutor in court prior to sentencing. She said she still experiences post-traumatic stress disorder from the attack and is bothered by the sound of wind chimes because chimes at the salons entrance sounded when Ayoubi walked in. More via the Niles Herald-Spectator Photo via Cook County Sheriffs Office",1
212,"Officers for the St. Louis County Police Department update the Most Wanted list as fugitives are apprehended. The list currently includes suspects wanted for attempted enticement of a child, unlawful uses of weapons, burglary, child abuse, robbery, child kidnapping, stealing, forgery, statutory rape, domestic assault and statutory sodomy. Among current suspects is Clemente Marquez, whose photo accompanies this article. His last known address was in Ferguson. He is wanted for domestic assault, kidnapping and armed criminal action. He is 39 years old. Click here to see photos and details about the other top eight suspects wanted in St. Louis County. To provide information on the whereabouts of Marquez or anyone on the Most Wanted list for St. Louis County, call the St. Louis County Police Department confidential tip line at 636-797-5518 or the St. Louis Regional CrimeStoppers at 866-371-8477 (TIPS). Editors Note: Since Patch started publishing St. Louis Countys Top 10 Most Wanted Fugitives early in 2012, four of the original suspects completely dropped off the list. Patch continues to highlight new fugitives added to the list.",1
213,"A New Haven man is accused of robbing and kidnapping two 19-year-old girls at a gas station in North Haven and forcing them to drive to Hartford before letting them out of the car, according to police. Keith Johnson, 53, was taken into custody Monday in connection to the Sept. 29 incident. Just before midnight on Sept. 29, the two 19-year-old girls were fueling their vehicle at a Washington Avenue gas station, according to police. Police said the girls were approached by a man who brandished a handgun and demanded money. The girls gave the suspect all the money they had, but the suspect ordered the girls into the car and he sat in the rear seat, according to police. The suspect pointed the gun at the driver and gave directions to travel north on I-91. The 19-year-old drove until she was told to stop and ordered to get in the back seat, according to police. Police said the suspect then got into the drivers seat and drove a short distance prior to letting both girls get out of the vehicle in a neighborhood in Hartford. Johnson was charged with two counts of first-degree kidnapping, first-degree robbery, robbery of an occupied vehicle, first-degree threatening and criminal possession of a firearm. He was held on a $500,000 bond and will be arraigned in Meriden Superior Court on Oct. 10. Pictured: Keith Johnson, 53, of New Haven / North Haven Police Department",1
214,"An Ashburn man is in custody after he shot his girlfriend during an argument at a residence on Olympia Drive in Ashburn on Friday, September 9, according to the Loudoun County Sheriffs Office (LCSO). The victim fled to a second home after the shooting in the Brambleton area around 6 p.m. where she contacted authorities. The victim reported during the argument she was held at gunpoint before she was shot. The victim was taken to a local hospital where she is being treated for non-life-threatening injuries. A lookout was posted for the suspect and deputies apprehended him after a traffic stop in the area of Belmont Ridge Road and Northstar Boulevard. The suspect, Alejandro Delbrey, 34, was charged with malicious wounding, use of firearm during the commission of a felony and abduction. Delbrey remains held at the Loudoun County Adult Detention Center on no bond, according to the LCSO.",0
215,"According to FOX 2 News, the attempted abduction happened around 3:30 p.m. Monday while a 15-year-old was walking her dog in the 500 block of Enchanted Parkway. (Read FOX 2 report here.) Manchester police are reportedly investigating after the teen said a red four-door Pontiac Grand Am with a faded red spoiler passed her as she walked Monday. Moments later the car turned around and parked in the lot where she was walking, the FOX 2 report stated. Five people then reportedly got out of the car, approached the teen and the driver told her to get in the car. According to FOX 2, the teen started to walk away and one of the passengers grabbed her from behind. Thats when the girls dog started barking and another vehicle drove by. Police believe the suspects got spooked left the scene, according to the report.",1
216,"A parolee pleaded not guilty Friday to charges that he kidnapped two 18-year-old women in Pasadena with the intent of sexually assaulting them. Anthony Seth McDaniel, 39, of Compton, is charged with two felony counts of kidnapping to commit oral copulation. The criminal complaint alleges that he personally inflicted great bodily injury on one of the women and that he was convicted in 2008 of assault with intent to commit a sexual assault. The women were waiting at a bus stop at the intersection of Fair Oaks Avenue and Montana Street when McDaniel pulled up in an older-model, extra cab pickup truck and offered them a ride about 10 p.m. April 30, according to Pasadena police Lt. Terysa Rojas. After some coaxing, the women accepted a ride but soon noticed that McDaniel was not taking them in the right direction, Rojas said. As the suspect drove on to the (Foothill) 210 freeway onramp at Mountain Street, one of the female victims in the front passenger seat opened the door and jumped from the moving truck. A passerby saw her fall from the truck and called 911, Rojas said. The woman broke her ankle in the fall and was taken to a hospital, he said. A short time later, a California Highway Patrol officer located the second woman on the Harbor (110) Freeway at Olympic Boulevard, initially thinking she was the victim of a hit-and-run crash before learning of the kidnapping, Rojas said. While in the area of the 110 Freeway south and Olympic Boulevard, the second victim pulled on the vehicles steering wheel, causing the suspect vehicle to collide with another vehicle on the freeway, Rojas said. The suspect then opened the front passenger door and pushed the victim out of the slow-moving truck before speeding away. An uninvolved motorist stopped to assist the victim who suffered an injury to her shoulder and arm. She alleged the suspect brandished a handgun and demanded sexual favors while threatening to kill her as he drove with her in his vehicle, according to Rojas. Pasadena police detectives discovered the suspect was on parole and had been outfitted with a GPS monitor. The U.S. Marshals Service took McDaniel into custody May 4. Hes being held in lieu of $2 million bail and is due back in a Pasadena courtroom June 28. If convicted of the charges, he could face two life terms in state prison, according to the District Attorneys Office. --City News Service, photo via Shutterstock",1
217,"A call to police that someone was being held hostage in an Annapolis apartment was phony, say Annapolis Police, and the caller has been arrested. Flontina Brown, 33, of Annapolis reported about 11:45 p.m. Thursday that a man was being held at gunpoint inside one of the apartments in the 900 block of President Street, according to police. Officers were unable to contact anyone inside the apartment. The police departments special emergency team and crisis negotiation team responded to the apartment. At that point, Browns story started to change, said authorities. Officers contacted the apartment leaseholder, who responded and let police enter the home. They found no one inside the apartment. Annapolis Police arrested Brown and will be charged with making false statements. She is awaiting her initial hearing before the District Court Commissioner, police said Friday morning.",1
